sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,peak_x_um,peak_y_um,peak_intensity_counts,total_power_mW
47,2026-06-25T15:52:46.682007,123.75,123.75,-406.7720094555989,95.70045493368525,-386.9999885559082,-1431.8999576568604,255.0,0.0008351508856094762
48,2026-06-25T15:52:48.409824,120.0,123.75,-410.6485443751444,95.54731467942474,-341.84998989105225,-1425.4499578475952,255.0,0.0008353309961109609
49,2026-06-25T15:52:50.557530,116.25,120.01,-414.6636535093421,95.48353904654505,-341.84998989105225,-1425.4499578475952,255.0,0.0008352125076422493
50,2026-06-25T15:52:52.708842,112.5,116.26,-419.0381895127939,95.40047325310297,-341.84998989105225,-1425.4499578475952,255.0,0.0008350621285298239
51,2026-06-25T15:52:54.481860,108.75,112.51,-423.6796383501496,95.57998984935693,-341.84998989105225,-1425.4499578475952,255.0,0.0008349044429398056
52,2026-06-25T15:52:56.334084,105.0,108.76,-427.98646195326,95.66148093581432,-341.84998989105225,-1425.4499578475952,255.0,0.0008347882147231325
53,2026-06-25T15:52:58.091330,101.25,101.26,-432.82829225441674,95.81658957380569,-341.84998989105225,-1425.4499578475952,255.0,0.0008348314775945707
54,2026-06-25T15:53:00.356027,97.5,101.26,-437.22959827660816,95.82525046222145,-393.44998836517334,-1418.99995803833,255.0,0.0008348439435837781
55,2026-06-25T15:53:01.843403,93.75,93.77,-442.4863638682291,95.98035910021281,-393.44998836517334,-1418.99995803833,255.0,0.0008349169100185556
56,2026-06-25T15:53:03.146148,90.0,90.02,-447.5860524381278,96.06736166111659,-393.44998836517334,-1418.99995803833,255.0,0.0008349616463630221
57,2026-06-25T15:53:04.461374,86.25,86.26,-452.8420306762564,96.34451009042095,-393.44998836517334,-1418.99995803833,255.0,0.0008347610849137202
58,2026-06-25T15:53:06.134526,82.5,86.26,-458.07832507707644,96.18625203846022,-393.44998836517334,-1418.99995803833,255.0,0.0008348369772727453
59,2026-06-25T15:53:07.656848,78.75,78.77,-463.8260055711726,96.39765645115403,-393.44998836517334,-1418.99995803833,255.0,0.000834836610626407
60,2026-06-25T15:53:08.862564,75.0,75.02,-469.4528273041942,96.0346864911844,-554.6999835968018,-1418.99995803833,255.0,0.0008347933474889634
61,2026-06-25T15:53:10.196648,71.25,71.27,-475.35640378977405,96.46221943752607,-554.6999835968018,-1418.99995803833,255.0,0.0008346954637502467
62,2026-06-25T15:53:11.418686,67.5,71.27,-481.01471966248937,96.01106588641414,-554.6999835968018,-1418.99995803833,255.0,0.0008345418790731431
63,2026-06-25T15:53:13.048699,63.75,63.77,-487.5001503789099,96.40041218837723,-599.8499822616577,-1412.549958229065,255.0,0.0008346115201739534
64,2026-06-25T15:53:14.284140,60.0,60.02,-493.81590641773073,96.35159627185203,-567.599983215332,-1457.699956893921,255.0,0.0008347603516878651
65,2026-06-25T15:53:15.567076,56.25,60.02,-500.4603825396043,96.38505879527656,-348.2999897003174,-1412.549958229065,255.0,0.0008345906272335322
66,2026-06-25T15:53:16.944815,52.5,56.27,-506.8084200716112,96.44411030720221,-599.8499822616577,-1412.549958229065,255.0,0.0008348413770413709
67,2026-06-25T15:53:18.262758,48.75,48.77,-513.9595581658068,96.37797261384549,-599.8499822616577,-1412.549958229065,255.0,0.0008346591726965773
68,2026-06-25T15:53:19.989850,45.0,48.77,-521.0461332736304,96.73503742262255,-386.9999885559082,-1451.2499570846558,255.0,0.0008346925310812468
69,2026-06-25T15:53:21.556512,41.25,45.02,-528.7133815820562,96.64646015473409,-386.9999885559082,-1451.2499570846558,255.0,0.000834714159757342
70,2026-06-25T15:53:22.966132,37.5,41.27,-536.3310266204644,96.83385028591147,-386.9999885559082,-1451.2499570846558,255.0,0.0008345920933877257
71,2026-06-25T15:53:24.439661,33.75,33.77,-544.2746360047022,96.96809405635577,-386.9999885559082,-1451.2499570846558,255.0,0.0008347383552116817
72,2026-06-25T15:53:25.813709,30.0,30.02,-552.146989897883,97.15272845030995,-386.9999885559082,-1451.2499570846558,255.0,0.0008345730335841042
73,2026-06-25T15:53:27.333795,26.25,30.02,-560.1303606334841,96.90825519093778,-386.9999885559082,-1451.2499570846558,255.0,0.0008346760350101114
74,2026-06-25T15:53:29.152925,22.5,22.51,-568.988481099077,97.12595843157033,-386.9999885559082,-1451.2499570846558,255.0,0.0008345297841058241
75,2026-06-25T15:53:30.851042,18.75,18.76,-577.7816449015518,97.56097123608924,-386.9999885559082,-1451.2499570846558,255.0,0.0008346767681619055
76,2026-06-25T15:53:33.016682,15.0,18.76,-586.5063089501928,97.28775957424659,-335.3999900817871,-1444.7999572753906,255.0,0.0008345895276195769
77,2026-06-25T15:53:34.777621,11.25,11.26,-596.1604437965434,97.86922012834111,-606.2999820709229,-1412.549958229065,255.0,0.0008345832965011974
78,2026-06-25T15:53:36.331909,7.5,11.26,-605.169736132666,97.94913650781382,-348.2999897003174,-1425.4499578475952,255.0,0.0008345975914888921
79,2026-06-25T15:53:38.039598,3.75,3.77,-615.096295287367,97.94165664963657,-348.2999897003174,-1425.4499578475952,255.0,0.0008346008903669782
80,2026-06-25T15:53:39.810509,0.0,0.0,-625.2366209152387,98.25384230935015,-348.2999897003174,-1425.4499578475952,255.0,0.0008344781075836338
81,2026-06-25T15:53:41.759268,3.75,0.0,-626.1964048224036,98.12274795287522,-393.44998836517334,-1431.8999576568604,255.0,0.000834564969952067
82,2026-06-25T15:53:43.472162,7.5,3.77,-621.7147887439933,98.74475721182534,-393.44998836517334,-1431.8999576568604,255.0,0.0008344960657285409
83,2026-06-25T15:53:45.180165,11.25,7.51,-616.8190247286111,98.18731093924725,-348.2999897003174,-1425.4499578475952,255.0,0.0008346320470809059
84,2026-06-25T15:53:46.809449,15.0,11.26,-611.0067812481429,98.17825637408532,-348.2999897003174,-1425.4499578475952,255.0,0.0008345121917390049
85,2026-06-25T15:53:48.597980,18.75,15.01,-605.9263828388066,98.04479995713336,-348.2999897003174,-1425.4499578475952,255.0,0.0008343901549046524
86,2026-06-25T15:53:50.562368,22.5,18.76,-599.7810888310778,98.06842056190362,-348.2999897003174,-1425.4499578475952,255.0,0.0008345554403055603
87,2026-06-25T15:53:52.511728,26.25,22.51,-593.5661140392767,98.12825942732161,-715.9499788284302,-1406.0999584197998,255.0,0.000834541512556407
88,2026-06-25T15:53:54.329946,30.0,26.26,-587.4483774037799,98.25817275355803,-386.9999885559082,-1451.2499570846558,255.0,0.0008344279001271548
89,2026-06-25T15:53:56.136779,33.75,33.77,-581.413312884979,97.79560257680714,-386.9999885559082,-1451.2499570846558,255.0,0.0008345964918657619
90,2026-06-25T15:53:57.753946,37.5,37.52,-574.0224256523652,98.50855116412276,-386.9999885559082,-1451.2499570846558,255.0,0.0008344418259802186
91,2026-06-25T15:53:59.375231,41.25,37.52,-566.7657821901958,97.70230118796462,-386.9999885559082,-1451.2499570846558,255.0,0.000834569368287156
92,2026-06-25T15:54:00.944136,45.0,41.27,-559.9319475534139,97.78379227442201,-386.9999885559082,-1451.2499570846558,255.0,0.0008346239828786813
93,2026-06-25T15:54:02.417752,48.75,48.77,-552.6300312654348,97.92276016582036,-386.9999885559082,-1451.2499570846558,255.0,0.0008346144525583236
94,2026-06-25T15:54:04.052116,52.5,52.52,-545.3666952985805,97.889691319142,-386.9999885559082,-1451.2499570846558,255.0,0.0008345268520189339
95,2026-06-25T15:54:05.759595,56.25,52.52,-538.3112206537044,97.46333940303884,-386.9999885559082,-1451.2499570846558,255.0,0.0008345792646258593
96,2026-06-25T15:54:07.427767,60.0,56.27,-531.414004060789,97.6849794111331,-386.9999885559082,-1451.2499570846558,255.0,0.0008344026143038776
97,2026-06-25T15:54:08.840588,63.75,63.77,-523.8640714227222,97.51215531956404,-386.9999885559082,-1451.2499570846558,255.0,0.000834471877297126
98,2026-06-25T15:54:10.395612,67.5,67.52,-516.7897002940299,97.15627154102549,-606.2999820709229,-1412.549958229065,255.0,0.0008344711443253001
99,2026-06-25T15:54:11.966660,71.25,67.52,-509.5633699413156,96.84881000226596,-599.8499822616577,-1406.0999584197998,255.0,0.0008344722437832795
100,2026-06-25T15:54:13.472076,75.0,71.27,-502.7712650396279,97.14485491538653,-599.8499822616577,-1412.549958229065,255.0,0.0008346269153068381
101,2026-06-25T15:54:15.107556,78.75,78.77,-495.54611571715213,96.94841021904722,-599.8499822616577,-1412.549958229065,255.0,0.0008346646712396467
102,2026-06-25T15:54:16.633359,82.5,78.77,-488.7201546152937,96.85747089068172,-599.8499822616577,-1412.549958229065,255.0,0.0008347053615841922
103,2026-06-25T15:54:18.535579,86.25,86.27,-481.92371926939813,96.7641695018392,-554.6999835968018,-1418.99995803833,255.0,0.0008347533860743603
104,2026-06-25T15:54:20.403242,90.0,90.02,-475.6772503379034,96.95785846095532,-554.6999835968018,-1418.99995803833,255.0,0.0008345953922440797
105,2026-06-25T15:54:22.315171,93.75,90.02,-468.60091082548024,96.43781147926347,-393.44998836517334,-1418.99995803833,255.0,0.0008348142455042346
106,2026-06-25T15:54:23.980843,97.5,97.52,-462.7764633658808,96.46261311427224,-554.6999835968018,-1418.99995803833,255.0,0.0008347060947617459
107,2026-06-25T15:54:25.723702,101.25,97.52,-456.71974662604043,96.67756061768159,-393.44998836517334,-1418.99995803833,255.0,0.0008348586096917523
108,2026-06-25T15:54:27.385426,105.0,105.01,-450.2327412026352,96.227194420062,-554.6999835968018,-1418.99995803833,255.0,0.0008347948139992826
109,2026-06-25T15:54:28.999391,108.75,105.01,-444.38546049175784,96.4130098442547,-393.44998836517334,-1418.99995803833,255.0,0.0008347460539124127
110,2026-06-25T15:54:30.786706,112.5,108.77,-438.51101608539466,96.64055500354152,-393.44998836517334,-1418.99995803833,255.0,0.000834857509724717
111,2026-06-25T15:54:32.390668,116.25,112.51,-432.89600465475814,95.9736665955279,-393.44998836517334,-1418.99995803833,255.0,0.0008346668706670173
112,2026-06-25T15:54:34.021274,120.0,116.26,-427.40303301543463,95.93941671861103,-341.84998989105225,-1425.4499578475952,255.0,0.0008348494433440758
113,2026-06-25T15:54:35.986800,123.75,123.76,-421.8529782479163,96.06578695413191,-341.84998989105225,-1425.4499578475952,255.0,0.0008348670428205022
114,2026-06-25T15:54:37.761391,127.5,123.76,-415.82381888030795,95.91658346733311,-341.84998989105225,-1425.4499578475952,255.0,0.0008348740093824175
115,2026-06-25T15:54:39.250492,131.25,127.51,-410.8953796949936,95.2563875640044,-341.84998989105225,-1425.4499578475952,255.0,0.0008349902495443472
116,2026-06-25T15:54:41.149388,135.0,131.26,-405.84923116257414,95.25008873606566,-380.54998874664307,-1451.2499570846558,255.0,0.0008350815662570508
117,2026-06-25T15:54:42.878644,138.75,135.0,-400.4991641821107,95.5520388003788,-380.54998874664307,-1451.2499570846558,255.0,0.0008351699586099609
118,2026-06-25T15:54:44.645964,142.5,138.75,-395.87306873785565,95.16229882166954,-380.54998874664307,-1451.2499570846558,255.0,0.0008350885346090604
119,2026-06-25T15:54:46.371219,146.25,142.51,-390.60646122758044,95.28158287575934,-380.54998874664307,-1451.2499570846558,255.0,0.000835416846554148
120,2026-06-25T15:54:48.066838,150.0,146.25,-386.00556109508034,95.19300560787087,-380.54998874664307,-1451.2499570846558,255.0,0.0008352209443458164
121,2026-06-25T15:54:49.964201,146.25,146.25,-387.3617774856393,94.99223046732368,-380.54998874664307,-1451.2499570846558,255.0,0.0008352227784230863
122,2026-06-25T15:54:51.610541,142.5,146.25,-390.01633978507016,95.00600915343966,-380.54998874664307,-1451.2499570846558,255.0,0.0008353717189391966
123,2026-06-25T15:54:53.335553,138.75,142.51,-393.26929073868087,95.17922692175489,-380.54998874664307,-1451.2499570846558,255.0,0.0008351604220552706
124,2026-06-25T15:54:55.421508,135.0,135.0,-396.4734257757664,95.56345542601775,-380.54998874664307,-1451.2499570846558,255.0,0.0008350716639621164
125,2026-06-25T15:54:57.223466,131.25,131.25,-400.5656955522136,96.07484151929384,-380.54998874664307,-1451.2499570846558,255.0,0.000835170325402701
126,2026-06-25T15:54:58.801985,127.5,127.5,-403.56551235803636,95.68431418709224,-380.54998874664307,-1451.2499570846558,255.0,0.0008351043053046349
127,2026-06-25T15:55:00.509026,123.75,127.5,-407.62392593431287,95.57762778887991,-386.9999885559082,-1431.8999576568604,255.0,0.0008349862157030173
128,2026-06-25T15:55:02.156590,120.0,123.77,-411.4622742094798,95.32488731783815,-386.9999885559082,-1431.8999576568604,255.0,0.0008348696094418134
129,2026-06-25T15:55:04.556268,116.25,120.01,-415.24511406343663,95.38826927397167,-341.84998989105225,-1425.4499578475952,255.0,0.0008350375569561046
130,2026-06-25T15:55:06.840841,112.5,116.26,-419.22715435095597,95.79178793879692,-341.84998989105225,-1425.4499578475952,255.0,0.0008349051762922258
131,2026-06-25T15:55:08.883822,108.75,112.51,-424.33825954649365,96.45749531657202,-393.44998836517334,-1418.99995803833,255.0,0.00083490590964529
132,2026-06-25T15:55:10.581614,105.0,108.76,-428.7340540942387,96.22837545030052,-341.84998989105225,-1425.4499578475952,255.0,0.0008348894093571431
133,2026-06-25T15:55:12.215756,101.25,105.01,-433.2176385563798,96.27955342730274,-341.84998989105225,-1425.4499578475952,255.0,0.0008348839093335603
134,2026-06-25T15:55:13.817982,97.5,97.51,-437.96065599424765,95.78981955506606,-554.6999835968018,-1418.99995803833,255.0,0.0008347222248308627
135,2026-06-25T15:55:15.250024,93.75,93.77,-442.6650931109907,95.98390219092835,-554.6999835968018,-1418.99995803833,255.0,0.0008348329441718752
136,2026-06-25T15:55:16.911761,90.0,93.77,-447.85926409997046,96.37049275566824,-393.44998836517334,-1418.99995803833,255.0,0.0008346672372388087
137,2026-06-25T15:55:18.762180,86.25,86.27,-453.17508120351704,96.06814901460893,-393.44998836517334,-1418.99995803833,255.0,0.0008346786010442088
138,2026-06-25T15:55:20.566175,82.5,86.27,-458.3932664740132,96.23467427823925,-554.6999835968018,-1418.99995803833,255.0,0.0008346452432162515
139,2026-06-25T15:55:22.401809,78.75,82.52,-463.5626358279842,96.34765950439032,-554.6999835968018,-1418.99995803833,255.0,0.0008348105791479264
140,2026-06-25T15:55:24.424103,75.0,78.77,-469.83193801075686,95.60990928206593,-554.6999835968018,-1418.99995803833,255.0,0.0008345000972019427
141,2026-06-25T15:55:26.837680,71.25,71.27,-475.6894543170347,96.22483235958498,-554.6999835968018,-1418.99995803833,255.0,0.0008345048616956182
142,2026-06-25T15:55:28.565185,67.5,71.27,-481.605628458492,96.13310567772714,-554.6999835968018,-1418.99995803833,255.0,0.0008344755421659091
143,2026-06-25T15:55:30.133682,63.75,67.52,-487.58321617235197,96.80826129741035,-554.6999835968018,-1418.99995803833,255.0,0.0008346646712396467
144,2026-06-25T15:55:32.044656,60.0,60.02,-494.5835760727641,96.1106661031954,-599.8499822616577,-1412.549958229065,255.0,0.000834501929696291
145,2026-06-25T15:55:33.721594,56.25,60.02,-500.65800826618215,96.30159932508832,-599.8499822616577,-1412.549958229065,255.0,0.0008344062788684685
146,2026-06-25T15:55:35.258457,52.5,52.52,-507.2284731597756,96.89959430252202,-599.8499822616577,-1412.549958229065,255.0,0.0008345011966980689
147,2026-06-25T15:55:37.189713,48.75,52.52,-513.5450165520888,96.29884358786512,-606.2999820709229,-1412.549958229065,255.0,0.0008343040435555521
148,2026-06-25T15:55:39.070017,45.0,48.77,-521.0595182830002,96.65236530592665,-606.2999820709229,-1412.549958229065,255.0,0.0008344502548989262
149,2026-06-25T15:55:40.821515,41.25,45.02,-528.4429256574367,96.63898029655684,-606.2999820709229,-1412.549958229065,255.0,0.0008343659695431334
150,2026-06-25T15:55:42.607406,37.5,37.52,-536.0924585122848,96.68818988982821,-386.9999885559082,-1451.2499570846558,255.0,0.000834363770908667
151,2026-06-25T15:55:44.666670,33.75,37.52,-543.6108970106579,97.01061114494223,-386.9999885559082,-1451.2499570846558,255.0,0.0008344667465078696
152,2026-06-25T15:55:46.579666,30.0,33.77,-551.5915120090358,96.72007770626806,-386.9999885559082,-1451.2499570846558,255.0,0.0008345818303624575
153,2026-06-25T15:55:48.146117,26.25,30.01,-559.8992723834817,97.17398699460318,-386.9999885559082,-1451.2499570846558,255.0,0.0008344663800241304
154,2026-06-25T15:55:50.043886,22.5,26.26,-568.1578231646563,97.00313128676498,-386.9999885559082,-1451.2499570846558,255.0,0.0008343340899104072
155,2026-06-25T15:55:51.970983,18.75,22.51,-576.8061139245401,97.46215837280033,-386.9999885559082,-1451.2499570846558,255.0,0.0008345653364791061
156,2026-06-25T15:55:53.819401,15.0,18.76,-585.7126566299121,97.51569841027958,-335.3999900817871,-1444.7999572753906,255.0,0.0008344004155728487
157,2026-06-25T15:55:55.728180,11.25,11.26,-594.9979163651005,97.8802430772339,-606.2999820709229,-1412.549958229065,255.0,0.0008343296928152788
158,2026-06-25T15:55:57.690604,7.5,7.51,-604.2938053724356,97.65584733191645,-606.2999820709229,-1412.549958229065,255.0,0.0008343645037861787
159,2026-06-25T15:55:59.210876,3.75,7.51,-613.7574006736395,97.93417679145932,-606.2999820709229,-1412.549958229065,255.0,0.0008343406855965509
160,2026-06-25T15:56:00.885863,0.0,0.0,-623.8780424642027,97.99440933362348,-348.2999897003174,-1425.4499578475952,255.0,0.0008345671691167145
161,2026-06-25T15:56:02.470234,3.75,0.0,-624.5996519399341,98.29163527698256,-715.9499788284302,-1406.0999584197998,255.0,0.0008345129247468846
162,2026-06-25T15:56:03.990188,7.5,3.77,-620.01253049355,98.19400344393216,-715.9499788284302,-1406.0999584197998,255.0,0.0008345887945444119
163,2026-06-25T15:56:05.393397,11.25,7.51,-614.7793855066993,98.53610853635473,-638.5499811172485,-1406.0999584197998,255.0,0.0008344473230914578
164,2026-06-25T15:56:07.008324,15.0,11.26,-609.731268590549,98.04873672459507,-606.2999820709229,-1412.549958229065,255.0,0.0008344147074281053
165,2026-06-25T15:56:08.829088,18.75,18.76,-603.6942356880172,98.32706618413795,-599.8499822616577,-1406.0999584197998,255.0,0.0008345686352296983
166,2026-06-25T15:56:10.458638,22.5,18.76,-598.0087561198161,98.2680146722123,-606.2999820709229,-1412.549958229065,255.0,0.0008344410930347896
167,2026-06-25T15:56:11.948996,26.25,22.51,-591.1635048573953,98.00070816156222,-335.3999900817871,-1444.7999572753906,255.0,0.0008350019844662934
168,2026-06-25T15:56:13.583290,30.0,26.26,-585.1969400924281,97.74245621607406,-335.3999900817871,-1444.7999572753906,255.0,0.0008346353460951822
169,2026-06-25T15:56:15.024302,33.75,30.01,-578.4847515702131,98.02157302910928,-335.3999900817871,-1444.7999572753906,255.0,0.0008346910647506104
170,2026-06-25T15:56:16.635539,37.5,37.52,-571.86901385081,97.62553422246128,-606.2999820709229,-1412.549958229065,255.0,0.000834663938098478
171,2026-06-25T15:56:18.342141,41.25,41.27,-564.8383408409427,97.84126907936297,-386.9999885559082,-1451.2499570846558,255.0,0.0008347559523462581
172,2026-06-25T15:56:20.044284,45.0,41.27,-557.9962389924913,97.187372003973,-386.9999885559082,-1451.2499570846558,255.0,0.0008346840997152678
173,2026-06-25T15:56:21.923893,48.75,45.02,-550.940370670869,97.6877351483563,-386.9999885559082,-1451.2499570846558,255.0,0.000834765117667437
174,2026-06-25T15:56:23.636844,52.5,52.52,-543.9593009310192,97.10627459426178,-386.9999885559082,-1451.2499570846558,255.0,0.0008345184223265061
175,2026-06-25T15:56:25.252023,56.25,52.52,-536.7833612018148,97.07163104059873,-386.9999885559082,-1451.2499570846558,255.0,0.0008345466438053679
176,2026-06-25T15:56:27.240884,60.0,56.27,-529.5318355373456,97.33972490474116,-606.2999820709229,-1412.549958229065,255.0,0.000834637178886526
177,2026-06-25T15:56:28.931899,63.75,60.02,-522.307079891616,97.1358003502246,-386.9999885559082,-1451.2499570846558,255.0,0.0008345154902795342
178,2026-06-25T15:56:30.405295,67.5,63.77,-515.3720703310682,96.7236207969836,-606.2999820709229,-1412.549958229065,255.0,0.0008345140242599117
179,2026-06-25T15:56:32.004593,71.25,71.27,-507.9674044123385,96.9255769677693,-599.8499822616577,-1412.549958229065,255.0,0.0008345748662386147
180,2026-06-25T15:56:33.794220,75.0,75.02,-501.164276561758,96.73503742262255,-606.2999820709229,-1412.549958229065,255.0,0.0008345440781769438
181,2026-06-25T15:56:35.989634,78.75,75.02,-494.4186255161185,96.74487934127683,-554.6999835968018,-1418.99995803833,255.0,0.0008344304653984143
182,2026-06-25T15:56:37.900363,82.5,78.76,-487.66195152158616,97.08029192901449,-554.6999835968018,-1418.99995803833,255.0,0.0008344839714251919
