sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,gaussfit_rating_x,gaussfit_rating_y,peak_intensity_counts,total_power_mW
0,2026-07-01T15:19:13.591218,8.0,0.0,-420.9546079131542,97.05745867773658,-456.6142412580666,867.8052721894346,7.0,7.34293226542368e-06
1,2026-07-01T15:19:14.933785,8.1,8.04,-377.9080241030897,105.51560356921982,-471.446406346804,874.6418625634396,7.0,7.451411378552203e-06
2,2026-07-01T15:19:15.834291,8.2,8.23,-392.54964964668034,105.49158928770339,-465.99319605884375,887.6213848846965,7.0,7.4282778147215305e-06
3,2026-07-01T15:19:16.745334,8.3,8.33,-381.70700470363954,106.98874195339158,-464.5582443190506,897.1314340419485,8.0,7.44923873206024e-06
4,2026-07-01T15:19:17.696640,8.4,8.43,-382.81205533014145,104.7443908234709,-482.60950416122796,867.8450335407979,7.0,7.449219102600727e-06
5,2026-07-01T15:19:18.597148,8.5,8.43,-384.94775167811895,104.09836728300434,-464.2122024591663,881.4150709813111,7.0,7.4414825828274135e-06
6,2026-07-01T15:19:19.588397,8.6,8.53,-381.55622650985606,104.50503536179895,-468.9201826666249,868.1375353632029,7.0,7.446582681995247e-06
7,2026-07-01T15:19:20.508882,8.7,8.64,-381.291282059683,107.5268980654073,-470.0224775559036,886.2974499873235,7.0,7.448080682446169e-06
8,2026-07-01T15:19:21.501051,8.8,8.73,-384.6788704604842,105.12625726725673,-469.4650312833255,889.4653667637613,7.0,7.44103812436536e-06
9,2026-07-01T15:19:22.462712,8.9,8.84,-378.60561929730466,101.68591618246865,-464.5921005192213,885.5396222509444,8.0,7.447629288147527e-06
10,2026-07-01T15:19:23.543880,9.0,8.93,-384.21118248603307,106.94465015782043,-463.1276230234653,862.459535653179,7.0,7.44923873206024e-06
11,2026-07-01T15:19:24.604435,9.1,9.03,-378.5969584088889,105.48962090397254,-481.1836069865967,868.3194140199339,7.0,7.457913468444415e-06
12,2026-07-01T15:19:25.596033,9.2,9.14,-383.19155971345026,103.59918516885955,-475.56111569778295,876.5342666822835,7.0,7.445418505478381e-06
13,2026-07-01T15:19:26.547443,9.3,9.23,-382.4612893493031,104.35346981452312,-453.8344897533534,876.0874435753794,7.0,7.440476053150422e-06
14,2026-07-01T15:19:27.467575,9.4,9.44,-382.8030007649795,104.90737299638567,-473.1789777067024,883.4547102032229,7.0,7.4461313784835845e-06
15,2026-07-01T15:19:28.408433,9.5,9.44,-386.54214250011137,103.54367674764944,-473.99113283405313,877.7979690374923,7.0,7.431227587438209e-06
16,2026-07-01T15:19:29.279213,9.6,9.53,-386.3437294200412,107.76861558755627,-470.1299513076083,888.2622906274628,7.0,7.4327029130260385e-06
17,2026-07-01T15:19:30.230469,9.7,9.63,-388.6786262015812,104.66998591844458,-488.93785785592627,874.9292465881445,7.0,7.437888459080859e-06
18,2026-07-01T15:19:31.162292,9.8,9.83,-387.7814368970576,105.70456840738188,-483.850766941905,869.8858537929482,7.0,7.434465854133754e-06
19,2026-07-01T15:19:32.053052,9.9,9.83,-380.69407443574164,106.44704275066033,-465.7605331018567,863.4098713184358,7.0,7.451653550083923e-06
20,2026-07-01T15:19:33.014207,10.0,9.93,-383.4568978403695,107.05212390952511,-480.50648298318265,880.4800887091551,7.0,7.45094014840054e-06
21,2026-07-01T15:19:34.055077,10.1,10.13,-387.8771003463771,105.25892633071635,-492.39433968730737,889.8732158727944,7.0,7.4340414041739375e-06
22,2026-07-01T15:19:34.965878,10.2,10.13,-388.6329596990254,105.69551384221995,-463.1134506606031,881.1953993569477,7.0,7.430979552604098e-06
23,2026-07-01T15:19:35.896569,10.3,10.23,-389.3892127284198,106.0813170534675,-467.27736960485345,881.3544447624008,7.0,7.435158086053282e-06
24,2026-07-01T15:19:36.798582,10.4,10.33,-384.2651162002585,106.81670521531487,-452.71644779422786,874.3123551268945,7.0,7.446602304507536e-06
25,2026-07-01T15:19:37.719310,10.5,10.43,-378.4367319731973,106.27736807306064,-471.23421458061785,877.4342117240303,7.0,7.451876093025267e-06
26,2026-07-01T15:19:38.630846,10.6,10.53,-379.35990394296823,109.5811033269274,-486.49430629244307,887.5938275124645,7.0,7.457690745202799e-06
27,2026-07-01T15:19:39.531587,10.7,10.73,-384.4871498850989,105.20302423276007,-464.82870024367,879.1293837930425,8.0,7.4456408622106975e-06
28,2026-07-01T15:19:40.442801,10.8,10.84,-384.3466072867159,106.02620230900357,-465.63495021982817,861.6316334559815,7.0,7.440051260055164e-06
29,2026-07-01T15:19:41.363475,10.9,10.93,-384.4166817475343,103.2932983370847,-462.53513952047797,858.8644796071458,7.0,7.443607199511865e-06
30,2026-07-01T15:19:42.323911,11.0,10.93,-389.64628364366945,111.23769507481484,-468.0749586925958,880.5533125839429,7.0,7.437751263312167e-06
