sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,peak_intensity_counts,total_power_mW
182,2026-07-01T15:12:02.408267,10.2,10.22,-410.6934235242079,101.04264837922528,-466.7057509694132,857.5822744448669,7.0,7.429054300603118e-06
183,2026-07-01T15:12:03.429354,10.3,10.22,-403.93596217618324,101.60757450998062,-465.99044032162055,871.7203874301049,7.0,7.4415740922768185e-06
184,2026-07-01T15:12:04.440344,10.4,10.32,-406.16495991300326,102.24848025274696,-455.2607806047308,879.1262343790731,8.0,7.440436840464046e-06
185,2026-07-01T15:12:05.441340,10.5,10.42,-410.44343879038934,106.35374136181781,-474.5092114320141,857.6724264197401,8.0,7.430261603699e-06
186,2026-07-01T15:12:06.441601,10.6,10.52,-407.7373048372101,103.23306579492055,-447.35614521836396,862.5363026186824,7.0,7.4416852124068125e-06
187,2026-07-01T15:12:07.452985,10.7,10.62,-412.199630755058,103.24802551127505,-465.3865401929943,868.6319933563937,8.0,7.428297388998593e-06
188,2026-07-01T15:12:08.494617,10.8,10.73,-409.19430247478886,102.1421875312808,-465.4459853816661,866.2644214049214,7.0,7.4364578276159e-06
189,2026-07-01T15:12:09.475885,10.9,10.92,-410.781213438604,103.68815611349419,-467.12265464360826,866.5451129249413,8.0,7.419487656112234e-06
190,2026-07-01T15:12:10.507520,11.0,11.02,-415.65138846548507,102.0240845074295,-459.90734723978676,871.1987657414284,8.0,7.418438488558012e-06
191,2026-07-01T15:12:11.649391,11.1,11.02,-409.2832734194235,104.28339535370469,-461.68125465803314,852.6766685108305,7.0,7.432317733406932e-06
192,2026-07-01T15:12:12.691698,11.2,11.12,-406.62044390832307,101.44223027658882,-471.5483686240623,864.6129474547342,8.0,7.437437682486508e-06
193,2026-07-01T15:12:13.733143,11.3,11.33,-409.06714488577563,102.29296572506428,-465.84674830926815,867.0198870808235,8.0,7.428858540208345e-06
194,2026-07-01T15:12:14.855231,11.4,11.33,-408.2337312141317,102.60475770803168,-475.2713696126011,850.0791893395944,7.0,7.432363431640122e-06
195,2026-07-01T15:12:15.846322,11.5,11.42,-406.3243989952025,101.80598759005079,-459.23337265034206,853.2679709835793,8.0,7.435804662754461e-06
196,2026-07-01T15:12:16.817306,11.6,11.52,-411.3059845412499,104.50582271529129,-448.6001637362642,876.7740158207016,7.0,7.425368345962025e-06
197,2026-07-01T15:12:17.889292,11.7,11.62,-408.41994031507056,101.47214970929781,-464.7338241478428,850.5027855184744,8.0,7.427155642418339e-06
198,2026-07-01T15:12:18.900323,11.8,11.82,-403.94777247856837,103.62989195506088,-453.23334536195034,857.513381014287,7.0,7.436274935671593e-06
199,2026-07-01T15:12:19.961804,11.9,11.93,-408.21680311404634,101.2064179056324,-474.55251587409293,857.7830495854141,8.0,7.431247169488242e-06
200,2026-07-01T15:12:21.023329,12.0,11.93,-407.1448213342228,103.08898010582197,-460.62895671551814,878.0034682989935,8.0,7.430803322358141e-06
201,2026-07-01T15:12:22.255250,11.9,12.02,-407.9648499964969,103.65351255983114,-446.7057912336895,854.9655051130685,7.0,7.428095123956116e-06
202,2026-07-01T15:12:23.277112,11.8,11.93,-404.03320033248747,103.59131163393613,-443.85517791466555,875.5433823121712,8.0,7.43567403666665e-06
203,2026-07-01T15:12:24.188491,11.7,11.82,-401.75696138612693,103.57477721059695,-443.08790193637833,882.7886091487017,8.0,7.4367256417928606e-06
204,2026-07-01T15:12:25.117529,11.6,11.63,-411.2252808082849,102.0484924656921,-450.4189503035741,880.364741422527,8.0,7.425211814935575e-06
205,2026-07-01T15:12:26.130102,11.5,11.63,-407.5715669270721,102.28902895760257,-457.91809864138486,873.8934830689686,8.0,7.4283169633272515e-06
206,2026-07-01T15:12:27.091169,11.4,11.52,-402.2400027536787,101.83078922505956,-456.8055681567057,850.340590699052,7.0,7.4383980655214105e-06
207,2026-07-01T15:12:28.052080,11.3,11.33,-412.16380617115647,100.18797616328811,-471.60308969178004,869.9118364581955,7.0,7.414217252081653e-06
208,2026-07-01T15:12:28.962535,11.2,11.33,-404.3217653874308,105.73370048659854,-455.89893061027396,868.515465039527,7.0,7.439293228021877e-06
209,2026-07-01T15:12:29.863242,11.1,11.22,-406.2740083716926,99.24000255850842,-437.0756706688553,853.1073508711415,7.0,7.416672833473051e-06
210,2026-07-01T15:12:30.784748,11.0,11.12,-407.24442155100405,103.09094848955283,-459.14558273594594,871.4538682729471,7.0,7.424161837945177e-06
211,2026-07-01T15:12:31.865983,10.9,11.03,-360.7409622328123,111.15777869534213,-458.1491868913872,870.9991716311197,8.0,7.54323040108393e-06
212,2026-07-01T15:12:32.787083,10.8,10.92,-357.49116069317097,108.25401901558507,-444.05162261100486,842.2221888395143,7.0,7.545622665601543e-06
213,2026-07-01T15:12:33.748222,10.7,10.73,-358.36591042316286,108.002853251528,-452.2306506894529,863.7141834432259,8.0,7.541845752509392e-06
214,2026-07-01T15:12:34.689777,10.6,10.73,-359.79771274898667,109.39489422598854,-490.7475898580742,856.8646017365973,7.0,7.53605815723121e-06
215,2026-07-01T15:12:35.630997,10.5,10.53,-358.8430466395221,107.53713366080774,-461.62535256007686,843.6587152862921,7.0,7.5367929487901215e-06
216,2026-07-01T15:12:36.631913,10.4,10.53,-363.4545760441688,111.64239476987859,-453.0117053538561,860.2647877932759,7.0,7.536991553401448e-06
217,2026-07-01T15:12:37.553026,10.3,10.42,-363.03216089552734,110.17831095086876,-443.5646444759914,898.3884438924724,7.0,7.533192492894862e-06
218,2026-07-01T15:12:38.473717,10.2,10.32,-361.98498075071257,111.06920142745366,-488.7748756830115,861.8835865735309,8.0,7.535522003197726e-06
219,2026-07-01T15:12:39.395016,10.1,10.12,-362.6365157656255,109.69684429030167,-461.74227455368964,870.5755754522397,8.0,7.535091783720737e-06
220,2026-07-01T15:12:40.316128,10.0,10.02,-359.4056107098004,108.02568650280591,-469.7606825196999,864.7566394670866,7.0,7.534913084389249e-06
221,2026-07-01T15:12:41.357881,9.9,10.02,-357.50612040952547,110.89362159866141,-456.757933270419,850.6551384192426,7.0,7.5436743374490705e-06
222,2026-07-01T15:12:42.339170,9.8,9.93,-358.3466202626005,111.6951474538655,-482.2237009499804,871.6751146042952,7.0,7.540037479541236e-06
223,2026-07-01T15:12:43.290252,9.7,9.82,-354.50157948274864,107.16786487289937,-458.4625535813393,858.487337284314,7.0,7.544191191802134e-06
224,2026-07-01T15:12:44.171847,9.6,9.63,-368.42868173203897,110.3865659495932,-459.0522813471034,869.8590837742086,8.0,7.5296202120177436e-06
225,2026-07-01T15:12:45.152934,9.5,9.52,-359.5630814082688,107.42296740441816,-485.24438262335025,861.27811173792,7.0,7.533304981102155e-06
226,2026-07-01T15:12:46.053688,9.4,9.52,-363.4014296834357,109.78935832565185,-460.2498460089555,859.6569508971879,8.0,7.5288596673180096e-06
227,2026-07-01T15:12:46.944732,9.3,9.42,-365.42689654248534,109.80982951645274,-454.6958544739755,857.7117940943572,8.0,7.527920665940593e-06
228,2026-07-01T15:12:47.835981,9.2,9.33,-357.7643723550136,107.82727342273574,-453.47073243989144,855.989064653113,8.0,7.53286165496146e-06
229,2026-07-01T15:12:48.757011,9.1,9.22,-357.9017655394273,109.08034650579793,-436.1375389827299,871.4164689820609,7.0,7.541262818625294e-06
230,2026-07-01T15:12:49.697717,9.0,9.12,-357.84783182520187,109.2787595858681,-471.9656659750035,851.9798606701079,7.0,7.538203154867022e-06
231,2026-07-01T15:12:50.719096,8.9,9.03,-355.28263414715184,106.73167103814194,-453.45026124909054,849.1194054324296,8.0,7.538315717895235e-06
232,2026-07-01T15:12:51.629985,8.8,8.92,-354.32521230046405,107.47414538142039,-451.4574695599731,868.2729601638857,8.0,7.548347192291135e-06
233,2026-07-01T15:12:52.520833,8.7,8.83,-361.9889175181743,108.87642195128137,-460.67068645061227,884.9565869898652,8.0,7.534800572169565e-06
234,2026-07-01T15:12:53.422004,8.6,8.73,-360.5456985667115,108.22567428986076,-437.01937489415286,866.8746203614864,8.0,7.541931871562194e-06
235,2026-07-01T15:12:54.332815,8.5,8.62,-362.434953271586,108.57486556371441,-449.17178237170447,886.2324933242053,8.0,7.527206574287664e-06
236,2026-07-01T15:12:55.244076,8.4,8.52,-360.0410049781203,111.2463559632306,-464.98144682118436,862.4335529879318,7.0,7.5375741571199905e-06
237,2026-07-01T15:12:56.134712,8.3,8.42,-356.92190411820775,108.5276243541739,-450.03157238534186,870.4724321447429,8.0,7.5365678698905e-06
238,2026-07-01T15:12:57.035910,8.2,8.32,-359.0650803243625,106.58286122808931,-473.6364300857531,855.1753348187776,7.0,7.535091783720737e-06
239,2026-07-01T15:12:57.927154,8.1,8.23,-356.78057416633237,108.77957747172331,-456.73864310985664,877.5220016384264,8.0,7.543747225020738e-06
