sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,gaussfit_rating_x,gaussfit_rating_y,peak_intensity_counts,total_power_mW
0,2026-07-02T10:25:36.183927,0.0,0.0,-165.46706053661183,-144.85946074317326,1670.1602106209612,-1208.4035668660363,0.975361168384552,0.9735670685768127,23.0,7.450717633410261e-06
1,2026-07-02T10:25:36.971675,3.75,0.0,-102.32760927872732,-177.70489586808253,1671.3188012849423,-1210.7004738415708,0.9783665537834167,0.9724401235580444,29.0,7.698889211070578e-06
2,2026-07-02T10:25:37.364561,7.5,3.79,-111.20856299559819,-171.2535181902058,1663.0834774317918,-1211.4807411524816,0.9753523468971252,0.9744488596916199,27.0,7.66066837776582e-06
3,2026-07-02T10:25:37.774317,11.25,7.54,-119.02147170010721,-166.18414272976224,1660.0931088678772,-1207.8876534901792,0.9768642783164978,0.9722307324409485,26.0,7.621666509064177e-06
4,2026-07-02T10:25:38.174767,15.0,11.29,-105.65378410712583,-169.06703754197224,1696.5991472170572,-1206.7087884737703,0.9753525853157043,0.9707136750221252,27.0,7.665359839263037e-06
5,2026-07-02T10:25:38.574913,18.75,15.05,-102.80907593929442,-173.6968729153159,1686.0797108826227,-1205.0831003504572,0.9776554107666016,0.9729936122894287,27.0,7.682953116004493e-06
6,2026-07-02T10:25:38.964002,22.5,18.81,-113.64817779161967,-170.6269816486747,1689.7570453686058,-1207.290642704611,0.9786162972450256,0.9730547070503235,26.0,7.643616229815557e-06
7,2026-07-02T10:25:39.388295,26.25,22.57,-125.56319819123019,-160.13451217135298,1696.9735338026658,-1208.5078912037716,0.9771016240119934,0.9740164279937744,24.0,7.579460437356884e-06
8,2026-07-02T10:25:39.792027,30.0,26.33,-148.47361011139583,-147.06818412756547,1705.5127761038602,-1210.0414589684806,0.9764531850814819,0.972872257232666,23.0,7.484018056838966e-06
9,2026-07-02T10:25:40.203002,33.75,30.09,-113.30843475967413,-165.69618040288333,1723.3179879796808,-1205.9381662431406,0.976329505443573,0.9710968136787415,25.0,7.621438895499242e-06
10,2026-07-02T10:25:40.609568,37.5,33.85,-121.89964239136316,-159.53966660788865,1726.8016335065477,-1206.5135248076695,0.9743833541870117,0.9718394875526428,25.0,7.583888997502252e-06
11,2026-07-02T10:25:41.147889,41.25,41.36,-134.56619169941405,-152.1025223575998,1750.4238129837904,-1205.6023599786568,0.9767541289329529,0.9732040166854858,24.0,7.524859805812783e-06
12,2026-07-02T10:25:41.582263,45.0,41.36,-156.6140578687191,-135.62144221752533,1762.6045651870663,-1202.4972346432332,0.975718080997467,0.9706475734710693,21.0,7.423646686146546e-06
13,2026-07-02T10:25:41.982272,48.75,45.12,-120.03164623078192,-158.3769423380727,1766.6649471470737,-1207.2550149590825,0.9796429872512817,0.9701449871063232,24.0,7.563572240176436e-06
14,2026-07-02T10:25:42.395959,52.5,48.87,-143.38730655086692,-146.0997393319849,1777.9193779666093,-1206.8896829386358,0.9785300493240356,0.9688363671302795,23.0,7.482992628212106e-06
15,2026-07-02T10:25:42.803805,56.25,52.63,-158.8257338287076,-134.8557409462228,1795.02030214353,-1186.1624054143613,0.9780240654945374,0.9696699976921082,21.0,7.407421422789852e-06
16,2026-07-02T10:25:43.208868,60.0,56.39,-170.45179549662862,-125.75924921082333,1812.4160902033327,-1182.8913453304267,0.9775694012641907,0.9684310555458069,20.0,7.357730064962948e-06
17,2026-07-02T10:25:43.619429,63.75,60.15,-190.92574203474214,-121.38668159110239,1829.1993172460934,-1181.0115388674603,0.9767274260520935,0.9707936644554138,19.0,7.285087437919149e-06
18,2026-07-02T10:25:44.047365,67.5,67.66,-181.21098096948117,-122.93087862795801,1831.7184547448414,-1185.5959045766213,0.9752168655395508,0.9698526263237,19.0,7.3241809221911645e-06
19,2026-07-02T10:25:44.488567,71.25,67.66,-190.45332993933698,-122.84663180427742,1845.4565921559697,-1183.88931588197,0.9738582372665405,0.9692178964614868,20.0,7.291258663911432e-06
20,2026-07-02T10:25:44.932382,75.0,71.42,-203.13247690326534,-120.67176462005591,1857.7400939899962,-1180.817259393225,0.97430419921875,0.9682573676109314,18.0,7.255647799625101e-06
21,2026-07-02T10:25:45.475971,78.75,75.18,-177.26279688213253,-124.78411191055784,1863.1586607242934,-1193.474950974487,0.9715216755867004,0.9682339429855347,19.0,7.323891428728327e-06
22,2026-07-02T10:25:45.879382,82.5,78.93,-165.3698223803076,-134.85219785550726,1891.9553273532074,-1190.2068434661487,0.9791642427444458,0.9676167964935303,22.0,7.378563204098508e-06
