sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,peak_x_um,peak_y_um,peak_intensity_counts,total_power_mW
183,2026-06-25T16:45:47.651963,86.25,82.67,-635.8324305384303,212.54607525770552,-728.8499784469604,-1283.5499620437622,255.0,0.0008336982175712846
184,2026-06-25T16:45:49.249118,90.0,90.18,-635.1234187185764,216.6847988902009,-651.4499807357788,-1277.099962234497,255.0,0.0008338549429150062
185,2026-06-25T16:45:50.994648,93.75,93.94,-635.1993983305874,220.73061481059995,-606.2999820709229,-1277.099962234497,255.0,0.0008336930915389119
186,2026-06-25T16:45:52.642864,97.5,93.94,-634.9112269523903,224.67013800953282,-644.9999809265137,-1270.649962425232,255.0,0.0008335825233703392
187,2026-06-25T16:45:54.369986,101.25,101.45,-634.5242427109042,229.05490960838506,-651.4499807357788,-1264.1999626159668,255.0,0.0008336443958032836
188,2026-06-25T16:45:55.940261,105.0,101.45,-633.9482936312561,232.91687848832225,-625.6499814987183,-1264.1999626159668,255.0,0.0008337926886675543
189,2026-06-25T16:45:57.634920,108.75,108.96,-633.9097133101313,236.47768465743866,-677.2499799728394,-1257.7499628067017,255.0,0.0008337637603343633
190,2026-06-25T16:45:59.218736,112.5,112.72,-633.9778193872189,240.1707662132685,-574.0499830245972,-1257.7499628067017,255.0,0.0008335708083971662
191,2026-06-25T16:46:00.960517,116.25,112.72,-633.471551091643,243.87920116219902,-638.5499811172485,-1251.2999629974365,255.0,0.00083360705212866
192,2026-06-25T16:46:02.637120,120.0,116.48,-633.0814174361876,247.4959094292717,-651.4499807357788,-1244.8499631881714,255.0,0.0008337498457974172
193,2026-06-25T16:46:04.282475,123.75,123.99,-633.499108463875,251.8243852534215,-599.8499822616577,-1244.8499631881714,255.0,0.0008337597324182079
194,2026-06-25T16:46:05.930136,127.5,123.99,-632.6672694992158,254.59035807201872,-761.0999774932861,-1238.3999633789062,255.0,0.0008336528166669371
195,2026-06-25T16:46:07.764486,131.25,131.49,-632.2885524693993,257.39687959547155,-761.0999774932861,-1238.3999633789062,255.0,0.0008337798721935742
196,2026-06-25T16:46:09.395371,135.0,131.49,-632.2546962692286,260.97776327864267,-580.4999828338623,-1238.3999633789062,255.0,0.0008337934210434463
197,2026-06-25T16:46:11.275683,138.75,135.25,-632.0432918565348,264.2685071998858,-722.3999786376953,-1231.949963569641,255.0,0.0008337132297045432
198,2026-06-25T16:46:12.925711,142.5,139.0,-631.9988063842175,267.5454724350129,-735.2999782562256,-1225.499963760376,255.0,0.000833666363452168
199,2026-06-25T16:46:14.462659,146.25,146.52,-631.601586547331,270.4626171241398,-735.2999782562256,-1225.499963760376,255.0,0.0008339380778926571
200,2026-06-25T16:46:16.173048,150.0,146.52,-631.5704860843834,273.63210860756226,-728.8499784469604,-1219.0499639511108,255.0,0.0008337527751543185
201,2026-06-25T16:46:17.947331,146.25,150.27,-631.4523830605322,272.8908152945223,-748.1999778747559,-1219.0499639511108,255.0,0.0008339117081916606
202,2026-06-25T16:46:19.374138,142.5,142.76,-631.7999996274011,271.1405284810462,-728.8499784469604,-1225.499963760376,255.0,0.0008336451280489201
203,2026-06-25T16:46:21.224225,138.75,142.76,-632.2401302296203,268.95129209558945,-728.8499784469604,-1225.499963760376,255.0,0.0008336872332547926
204,2026-06-25T16:46:23.170860,135.0,139.0,-631.9204647117294,267.01755191839766,-735.2999782562256,-1225.499963760376,255.0,0.0008337341006804062
205,2026-06-25T16:46:24.679106,131.25,135.25,-631.8842464510817,264.34488048864296,-735.2999782562256,-1231.949963569641,255.0,0.0008337674220932085
206,2026-06-25T16:46:26.546775,127.5,131.49,-632.1452541337931,262.2465834315517,-580.4999828338623,-1238.3999633789062,255.0,0.0008337355653299108
207,2026-06-25T16:46:28.146138,123.75,123.98,-632.0854152683751,259.98963464575354,-580.4999828338623,-1238.3999633789062,255.0,0.0008338260124219119
208,2026-06-25T16:46:29.870771,120.0,120.21,-632.6893153970013,257.1252426406136,-606.2999820709229,-1238.3999633789062,255.0,0.0008337461841157641
209,2026-06-25T16:46:31.477268,116.25,120.21,-632.9227657074807,254.85136575473007,-761.0999774932861,-1238.3999633789062,255.0,0.000833696386841819
210,2026-06-25T16:46:33.204103,112.5,116.47,-633.0400813778397,252.3286851652665,-593.3999824523926,-1244.8499631881714,255.0,0.00083384102685633
211,2026-06-25T16:46:34.977133,108.75,112.71,-633.4518672543345,249.08045833260985,-619.1999816894531,-1244.8499631881714,255.0,0.0008338051391452101
212,2026-06-25T16:46:36.896458,105.0,108.95,-633.7282283301465,246.39007144927746,-599.8499822616577,-1251.2999629974365,255.0,0.0008337179897056784
213,2026-06-25T16:46:38.842039,101.25,105.2,-633.784524104849,242.79265334276715,-638.5499811172485,-1251.2999629974365,255.0,0.0008338835081841236
214,2026-06-25T16:46:40.838415,97.5,97.69,-633.9022334519541,240.44791464257287,-574.0499830245972,-1257.7499628067017,255.0,0.0008338333365024878
215,2026-06-25T16:46:42.687785,93.75,93.93,-634.475426794379,236.79380708461395,-651.4499807357788,-1257.7499628067017,255.0,0.0008339908197962409
216,2026-06-25T16:46:44.473235,90.0,93.93,-634.7104518118431,233.60896220809082,-703.0499792098999,-1257.7499628067017,255.0,0.0008338051391452101
217,2026-06-25T16:46:46.353997,86.25,90.17,-635.2182948144036,230.7343346075504,-644.9999809265137,-1264.1999626159668,255.0,0.0008337209189506542
218,2026-06-25T16:46:48.341581,82.5,86.42,-635.3462397569092,227.19596801296575,-632.0999813079834,-1270.649962425232,255.0,0.0008338022096043299
219,2026-06-25T16:46:50.105300,78.75,78.91,-635.2820704472833,223.7253138187225,-606.2999820709229,-1277.099962234497,255.0,0.0008337641265095236
220,2026-06-25T16:46:51.610074,75.0,78.91,-635.8702235060628,220.00821798137622,-606.2999820709229,-1277.099962234497,255.0,0.0008337513104745809
221,2026-06-25T16:46:53.602761,71.25,75.16,-636.0324183254852,216.69464080885518,-651.4499807357788,-1277.099962234497,255.0,0.0008337597324182079
222,2026-06-25T16:46:55.375853,67.5,71.4,-636.3725550341769,212.5815061648609,-683.6999797821045,-1283.5499620437622,255.0,0.0008338190546049517
223,2026-06-25T16:46:57.027977,63.75,67.64,-636.7079676219146,208.4959288930986,-767.5499773025513,-1283.5499620437622,255.0,0.000833744353280968
224,2026-06-25T16:46:58.534632,60.0,60.13,-637.3209223157028,204.69537358556408,-709.499979019165,-1289.9999618530273,255.0,0.0008336235270730147
225,2026-06-25T16:47:00.244118,56.25,56.37,-637.2327387245605,200.28658770519542,-651.4499807357788,-1296.4499616622925,255.0,0.0008338307730669687
226,2026-06-25T16:47:01.983276,52.5,52.62,-637.5590967471362,195.8148135454394,-670.7999801635742,-1296.4499616622925,255.0,0.0008338505483450712
227,2026-06-25T16:47:04.099055,48.75,52.62,-637.9342706862371,190.76039780135034,-696.5999794006348,-1302.8999614715576,255.0,0.0008339714074577094
228,2026-06-25T16:47:06.654491,45.0,48.86,-638.5432886125636,186.8476446211571,-722.3999786376953,-1309.3499612808228,255.0,0.0008337901253569978
229,2026-06-25T16:47:08.551738,41.25,45.1,-638.9897180427215,182.12824778805953,-651.4499807357788,-1315.799961090088,255.0,0.000833583255561629
230,2026-06-25T16:47:10.829865,37.5,41.35,-639.2412774835248,177.71119469602127,-586.9499826431274,-1322.249960899353,255.0,0.0008338084348910029
231,2026-06-25T16:47:12.899284,33.75,37.59,-639.7034539835295,172.02610880456632,-709.499979019165,-1328.6999607086182,255.0,0.0008337300729075375
232,2026-06-25T16:47:15.240202,30.0,33.83,-640.0471337829367,167.26931268058252,-715.9499788284302,-1328.6999607086182,255.0,0.0008340175582853444
233,2026-06-25T16:47:17.298498,26.25,26.32,-640.6766229000641,161.57635325420415,-735.2999782562256,-1335.1499605178833,255.0,0.0008339234279558267
234,2026-06-25T16:47:19.134110,22.5,26.32,-641.3171349660843,156.17904506420018,-722.3999786376953,-1341.5999603271484,255.0,0.0008337648588603284
235,2026-06-25T16:47:20.901727,18.75,18.8,-641.7867913242662,150.4144364700187,-722.3999786376953,-1348.0499601364136,255.0,0.0008339871570562727
236,2026-06-25T16:47:23.038928,15.0,18.8,-642.2336144311703,145.2576647719252,-703.0499792098999,-1354.4999599456787,255.0,0.0008339516293133588
237,2026-06-25T16:47:25.205609,11.25,11.28,-643.0563988306676,139.39463699120097,-354.7499895095825,-1386.7499589920044,255.0,0.0008337600985916001
238,2026-06-25T16:47:27.011342,7.5,11.28,-643.775646245922,132.73795689019607,-748.1999778747559,-1367.399959564209,255.0,0.0008336484231622448
239,2026-06-25T16:47:29.051862,3.75,7.52,-644.2724662995897,126.27535942505347,-690.1499795913696,-1380.2999591827393,255.0,0.0008338044067590244
