sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,gaussfit_rating_x,gaussfit_rating_y,peak_intensity_counts,total_power_mW
0,2026-07-02T11:44:56.143163,55.0,35.55,-85.84869436075678,34.55970051611075,1596.3399155627121,218.90789147582836,0.9812177419662476,0.9714674353599548,28.0,7.823477011861295e-06
1,2026-07-02T11:44:56.563245,55.5,55.05,-77.96571119542932,32.99365441984264,1598.6165481858188,226.13264712155797,0.9801220297813416,0.9740711450576782,30.0,7.868382567480938e-06
2,2026-07-02T11:44:57.007172,56.0,55.55,-71.88694855780341,35.62026567029534,1593.3841905524605,229.02144708496053,0.9821356534957886,0.9741767048835754,29.0,7.879559196986129e-06
3,2026-07-02T11:44:57.423409,56.5,56.56,-67.349824058183,36.350929711188655,1593.8869157573208,229.44583061733283,0.980790376663208,0.9738855361938477,30.0,7.914046361455859e-06
4,2026-07-02T11:44:57.826316,57.0,57.05,-68.05174969660584,39.385783747420646,1596.019462691329,234.2640403137193,0.9794737100601196,0.9743869304656982,30.0,7.915840034466312e-06
5,2026-07-02T11:44:58.247297,57.5,57.05,-59.15937935409602,37.96303598675877,1595.97104045155,236.53988558333367,0.9798529744148254,0.9745175242424011,31.0,7.946122539946282e-06
6,2026-07-02T11:44:58.643295,58.0,57.55,-51.87557219644077,40.04716068098787,1594.5675828514504,240.17273459699936,0.9818548560142517,0.9729330539703369,32.0,7.997623735647722e-06
7,2026-07-02T11:44:59.043634,58.5,58.05,-45.68697374663316,42.31631344591733,1590.7630907764542,241.26479389087763,0.979987382888794,0.9742512106895447,32.0,8.013874640332397e-06
8,2026-07-02T11:44:59.443513,59.0,58.56,-33.85186972649535,40.609331074520014,1597.4213455844438,246.13969303871272,0.982292115688324,0.9741909503936768,33.0,8.059335023322618e-06
9,2026-07-02T11:44:59.853878,59.5,59.05,-40.475874657568056,40.30738101020688,1590.308787811373,245.61137884535128,0.9813797473907471,0.9759652018547058,32.0,8.046305956365399e-06
10,2026-07-02T11:45:00.250386,60.0,59.55,-33.34205834020395,40.01054874359397,1591.6980730486102,252.45033127983334,0.9806426167488098,0.973320722579956,33.0,8.069506952794817e-06
11,2026-07-02T11:45:00.643306,60.5,60.06,-34.28333944029873,45.31809863547096,1590.198558322445,254.88049783394672,0.9811241626739502,0.974490761756897,34.0,8.065949568866742e-06
12,2026-07-02T11:45:01.054207,61.0,60.56,-37.36149791860953,46.20347763760947,1595.577363705379,258.5145278778509,0.9826515316963196,0.972885251045227,34.0,8.064029800320653e-06
13,2026-07-02T11:45:01.442126,61.5,61.05,-40.68609804002335,46.17080246767728,1587.3581805988215,259.5152541666175,0.9819537401199341,0.9734978675842285,33.0,8.052202498990548e-06
