sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,gaussfit_rating_x,gaussfit_rating_y,peak_intensity_counts,total_power_mW
0,2026-07-02T11:44:06.169200,35.0,15.53,-73.75770045560785,26.104311361850705,1593.2715990030556,142.56530950486194,0.9815868735313416,0.9742237329483032,30.0,7.860673309373805e-06
1,2026-07-02T11:44:06.555254,35.5,35.04,-92.37782319600228,23.085598072211724,1595.291948064405,146.16036555089522,0.981508195400238,0.9732845425605774,29.0,7.788118867832392e-06
2,2026-07-02T11:44:06.961987,36.0,35.55,-93.50767545751296,25.864168546686415,1593.5184343229048,147.18274406070122,0.9813216328620911,0.9740388989448547,27.0,7.767466491919976e-06
3,2026-07-02T11:44:07.352521,36.5,36.04,-97.91567398438929,21.68883297679713,1595.3856431299937,149.01530931412708,0.9807776212692261,0.9732836484909058,27.0,7.743188472815947e-06
4,2026-07-02T11:44:07.755668,37.0,36.54,-104.29992977704387,24.31701893423451,1595.1289658914902,149.3648942647269,0.9806398153305054,0.9746573567390442,27.0,7.728864476634689e-06
5,2026-07-02T11:44:08.149031,37.5,37.05,-78.3877326673246,24.55637439590646,1597.396543949435,149.22277695935918,0.9819737672805786,0.9744997620582581,28.0,7.821333279008227e-06
6,2026-07-02T11:44:08.552405,38.0,37.55,-79.17744822014356,23.95523000450339,1601.7112410874688,151.22698527411558,0.9824519157409668,0.9734708666801453,30.0,7.849606205779412e-06
7,2026-07-02T11:44:08.977303,38.5,38.04,-66.59357102878857,23.208031540270895,1594.386885224958,153.1493088256684,0.9805673360824585,0.9748951196670532,29.0,7.887314688957395e-06
8,2026-07-02T11:44:09.369156,39.0,38.54,-99.74587717733812,20.60740295506548,1597.071760633844,154.4606460671639,0.9799638390541077,0.9745950102806091,27.0,7.744195139142559e-06
9,2026-07-02T11:44:09.762824,39.5,39.05,-107.6040587076568,21.960076254908927,1595.0403886236018,157.72028952545952,0.9801678657531738,0.9726703763008118,26.0,7.69942346287326e-06
10,2026-07-02T11:44:10.146200,40.0,39.55,-90.9117709932616,24.87367785332026,1596.565492338268,162.77746100677177,0.980345606803894,0.9736050367355347,28.0,7.791697440043678e-06
11,2026-07-02T11:44:10.566930,40.5,40.04,-89.31934855500003,24.164272356720176,1592.73856068874,166.36424984113546,0.9815134406089783,0.9738114476203918,28.0,7.802470439301695e-06
