sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,gaussfit_rating_x,gaussfit_rating_y,peak_intensity_counts,total_power_mW
0,2026-07-02T11:42:11.623074,15.0,15.03,-408.3041993516963,-4.264700191270094,-89.88506203924771,-17.941030353249516,0.5445476174354553,0.7021579742431641,4.0,6.579190398325664e-06
1,2026-07-02T11:42:14.340855,15.5,15.52,-399.049252725963,-2.750619425496552,-92.73449432803318,-16.311405462474795,0.5572967529296875,0.7180002331733704,4.0,6.593207682187456e-06
2,2026-07-02T11:42:17.086447,16.0,15.52,-411.33275455998955,-3.7761473492719233,-107.69421068252996,-15.472283478011377,0.5078396797180176,0.7184258103370667,4.0,6.575435159119674e-06
3,2026-07-02T11:42:19.817626,16.5,16.03,-393.8735845440533,-3.7363859979086556,-80.84545659366995,-16.960972093656892,0.5398920774459839,0.717708945274353,4.0,6.600763802356552e-06
4,2026-07-02T11:42:22.554707,17.0,17.03,-405.8047456902568,-6.365359308838379,-90.34723853925243,-15.409295198624022,0.544849693775177,0.6837535500526428,4.0,6.5837052992850656e-06
5,2026-07-02T11:42:25.400964,17.5,17.03,-420.4621183036943,-4.5438170043053105,-100.74581611261237,-15.770099936489714,0.5288917422294617,0.718268632888794,4.0,6.562227996054655e-06
6,2026-07-02T11:42:28.101129,18.0,17.53,-405.89371663489146,-7.766651686833939,-101.79575199465035,-13.528504543792224,0.5077129602432251,0.6847277283668518,4.0,6.583618556263222e-06
7,2026-07-02T11:42:30.863657,18.5,18.03,-417.21782823849935,-1.5188048867275938,-79.90299446333665,-11.05208097200375,0.5348263382911682,0.6946951746940613,4.0,6.5662756008050546e-06
8,2026-07-02T11:42:33.578492,19.0,18.53,-409.3891724641435,-4.538305529858917,-67.74940595554654,-15.28036606425303,0.5628777146339417,0.6781583428382874,4.0,6.5792597459769126e-06
9,2026-07-02T11:42:36.314718,19.5,19.03,-399.4307254930027,-1.5380950472899713,-91.72550082759699,-14.74161943711806,0.553022027015686,0.7188405394554138,4.0,6.593410379150965e-06
10,2026-07-02T11:42:39.301374,20.0,20.03,-407.84950270986883,-3.742684825847391,-100.58992012112867,-14.200510749506066,0.5293649435043335,0.7191721796989441,4.0,6.580646852512862e-06
