sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,gaussfit_center_x_um,gaussfit_center_y_um,gaussfit_rating_x,gaussfit_rating_y,peak_intensity_counts,total_power_mW
0,2026-07-02T12:00:02.655610,15.0,0.0,-198.33355736744124,6.862573039252311,1619.4109475953155,40.8034137103823,0.9769191741943359,0.9707763195037842,19.0,7.345661031702479e-06
1,2026-07-02T12:00:03.068669,15.5,15.05,-191.5174381842371,5.53627608140232,1623.3477150570252,42.10372800298501,0.9781419038772583,0.9721713066101074,20.0,7.365243653326101e-06
2,2026-07-02T12:00:03.506676,16.0,15.55,-188.46486869442742,5.383135827141814,1624.4496162695577,41.931297588162124,0.9775093793869019,0.9712738990783691,20.0,7.368213698952352e-06
3,2026-07-02T12:00:03.929769,16.5,16.56,-189.47740528557915,6.0244352466543205,1631.484619723633,42.79108760179952,0.978786289691925,0.9713126420974731,21.0,7.373736376896977e-06
4,2026-07-02T12:00:04.358657,17.0,16.56,-170.1277995345299,7.329079983464908,1625.4349891652237,43.0001299540163,0.9780433773994446,0.973425030708313,21.0,7.435027471323998e-06
5,2026-07-02T12:00:04.762182,17.5,17.05,-180.13191300822655,7.850307995395269,1628.6139288905542,40.55067323934054,0.9775457978248596,0.9712365865707397,21.0,7.403642150874809e-06
6,2026-07-02T12:00:05.165840,18.0,17.56,-155.3720077345497,5.246136319474317,1629.1812170817866,43.782365648658015,0.980362594127655,0.9711616039276123,23.0,7.497947549526711e-06
7,2026-07-02T12:00:05.561296,18.5,18.06,-159.07453753228765,8.390826167888008,1627.482895598805,43.78354667889653,0.9790925979614258,0.9716052412986755,22.0,7.4740720734861876e-06
8,2026-07-02T12:00:05.960006,19.0,18.56,-151.43248453561682,7.69598671089625,1628.4332312640618,45.7121690583881,0.9801551103591919,0.9723580479621887,24.0,7.5238089552100416e-06
9,2026-07-02T12:00:06.362916,19.5,19.06,-151.55570535716834,6.615344042656943,1630.011087662715,45.49722155497875,0.9791909456253052,0.9724563360214233,23.0,7.5117116227518904e-06
10,2026-07-02T12:00:06.766282,20.0,19.56,-143.0731525074225,6.3181180992978625,1635.8508885154151,44.85828419594327,0.9815833568572998,0.974188506603241,24.0,7.558717335767937e-06
11,2026-07-02T12:00:07.159843,20.5,20.07,-148.97909105347935,7.2849881878937595,1634.1568974766415,45.543281734280754,0.979386568069458,0.9722663164138794,24.0,7.531942001845654e-06
